ucr39,ucod,count
36,R908,13
36,R011,13
36,R091,12
36,R268,12
36,R633,11
36,R05,10
36,R161,10
36,R160,10
36,R220,9
36,R590,8
36,R041,8
36,R061,7
36,R42,7
36,R101,7
36,R768,7
36,R788,5
36,R233,5
36,R730,5
36,R451,5
36,R945,5
36,R252,5
36,R162,4
36,R701,4
36,R34,4
36,R468,4
36,R749,3
36,R482,3
36,R21,3
36,R456,3
36,R229,3
36,R002,3
36,R961,3
36,R72,2
36,R520,2
36,R441,2
36,R102,2
36,R458,2
36,R80,2
36,R632,2
36,R471,2
36,R062,1
36,R823,1
36,R401,1
36,R71,1
36,R940,1
36,R784,1
36,R748,1
36,R740,1
36,R432,1
36,R400,1
36,R391,1
36,R290,1
36,R238,1
36,R234,1
36,R230,1
36,R103,1
36,R200,1
36,R065,1
36,R779,1
36,R070,1
36,R782,1
36,R781,1
36,R783,1
36,R453,1
36,R461,1
36,R072,1
36,R488,1
36,R490,1
36,R066,1
36,R897,1
36,R942,1
36,R849,1
36,R508,1
36,R251,1
36,R291,1
36,R073,1
36,R631,1
36,R258,1
36,R224,1
36,R825,1
36,R300,1
37,F03,1049358
37,A419,368875
37,G20,246814
37,J690,194079
37,J841,141419
37,N390,134012
37,F019,96621
37,K922,84922
37,E785,81489
37,A047,78048
37,B182,74332
37,G122,72939
37,K559,67076
37,D469,65136
37,G931,64218
37,K566,50394
37,K769,47275
37,F102,44328
37,J969,41420
37,G35,41397
37,K729,38726
37,E668,37936
37,J849,36968
37,J984,34462
37,D649,28405
37,E86,28211
37,I802,27697
37,K859,25797
37,D432,25626
37,F101,24413
37,G318,23917
37,M069,23650
37,E669,23528
37,E46,23496
37,K631,22453
37,G319,21743
37,K550,21394
37,E780,20167
37,F011,18707
37,J80,17636
37,G809,16874
37,G934,16061
37,E872,15443
37,E039,15352
37,M869,14623
37,K579,14125
37,A099,13991
37,D471,13757
37,K578,13516
37,J961,13491
37,F191,12201
37,J90,12130
37,M321,11854
37,K760,11846
37,D689,11801
37,K529,11453
37,K810,11130
37,A415,10925
37,K819,10567
37,G10,10357
37,D619,10109
37,G473,10077
37,E889,10036
37,F069,9785
37,J960,9366
37,M348,9239
37,G409,9099
37,N288,8955
37,G710,8944
37,K659,8805
37,E43,8433
37,G311,8330
37,K830,8321
37,A410,8279
37,D869,8035
37,N289,7998
37,L039,7821
37,L89,7632
37,K650,7586
37,G419,7529
37,B948,7488
37,G700,7345
37,M199,7205
37,M628,6883
37,D381,6711
37,M819,6679
37,M809,6551
37,K562,6524
37,E854,6473
37,K509,6340
37,D329,6335
37,E875,6178
37,J81,6135
37,K802,6027
37,D65,6020
37,A499,5989
37,E870,5856
37,L031,5758
37,F179,5723
37,N40,5690
37,M726,5633
37,K219,5604
37,E859,5553
37,K767,5427
37,J61,5355
37,L089,5286
37,G310,5180
37,N12,5177
37,F329,5101
37,K639,5078
37,B169,5075
37,A490,4906
37,D696,4701
37,L899,4698
37,G825,4621
37,K754,4492
37,K449,4443
37,A090,4411
37,K869,4385
37,K720,4292
37,D571,4198
37,J988,4125
37,A412,4119
37,K567,4063
37,K460,4037
37,E878,4034
37,J869,4023
37,G919,3916
37,D70,3902
37,K831,3866
37,F059,3791
37,F79,3788
37,A810,3779
37,E871,3771
37,D489,3734
37,B49,3723
37,M009,3654
37,M313,3646
37,K318,3643
37,E162,3583
37,M349,3573
37,K565,3552
37,G822,3491
37,F051,3469
37,K519,3436
37,G939,3406
37,F209,3368
37,K222,3350
37,N200,3297
37,K861,3246
37,B99,3226
37,K852,3194
37,D481,3141
37,I99,3117
37,J939,3091
37,G049,3075
37,G912,3065
37,K759,2990
37,D377,2985
37,G039,2962
37,G936,2909
37,D45,2907
37,K572,2894
37,F109,2887
37,D693,2859
37,G711,2856
37,J989,2817
37,B91,2811
37,K85,2766
37,N139,2759
37,I803,2742
37,G935,2714
37,M311,2714
37,K593,2703
37,D487,2679
37,A310,2677
37,G709,2669
37,M419,2664
37,K430,2658
37,G629,2658
37,E880,2658
37,E835,2645
37,M480,2611
37,M139,2569
37,F54,2538
37,K829,2503
37,D849,2496
37,I959,2486
37,B942,2467
37,G610,2448
37,E059,2419
37,F141,2356
37,M359,2324
37,K223,2302
37,D320,2292
37,B349,2251
37,E840,2181
37,K632,2175
37,F107,2165
37,D376,2154
37,L984,2148
37,M462,2144
37,E831,2132
37,K661,2125
37,K403,2115
37,J60,2105
37,K224,2095
37,K551,2014
37,J82,1949
37,K319,1874
37,G938,1858
37,K750,1855
37,G009,1820
37,M332,1801
37,K469,1787
37,E876,1757
37,J981,1745
37,L930,1741
37,M051,1727
37,G459,1726
37,D62,1721
37,D860,1715
37,E45,1710
37,F199,1707
37,G903,1667
37,B377,1619
37,K20,1609
37,J398,1601
37,J850,1595
37,E849,1595
37,D899,1587
37,K590,1574
37,K625,1571
37,J840,1566
37,K220,1559
37,E877,1556
37,A403,1555
37,J209,1547
37,A498,1545
37,K902,1544
37,K768,1510
37,K573,1498
37,G060,1497
37,A491,1496
37,M329,1493
37,K350,1488
37,L97,1484
37,A409,1483
37,G239,1477
37,G312,1465
37,D500,1461
37,B59,1458
37,K228,1453
37,K297,1445
37,E662,1445
37,B181,1439
37,K801,1437
37,F103,1424
37,I850,1408
37,G129,1407
37,J985,1406
37,F111,1402
37,F100,1402
37,D589,1402
37,G062,1401
37,G92,1394
37,D430,1392
37,K805,1382
37,D414,1373
37,F149,1364
37,K800,1342
37,M844,1325
37,N10,1318
37,A414,1305
37,D374,1292
37,K439,1291
37,G959,1290
37,B004,1288
37,E848,1288
37,G406,1286
37,A084,1285
37,E752,1269
37,K358,1262
37,F319,1257
37,G111,1243
37,N133,1241
37,D728,1231
37,N321,1223
37,A402,1219
37,I81,1217
37,A481,1211
37,D464,1210
37,A86,1184
37,E274,1173
37,I839,1163
37,G119,1159
37,M609,1151
37,J852,1150
37,D570,1150
37,M331,1131
37,M866,1130
37,B348,1128
37,N319,1126
37,M341,1121
37,B029,1117
37,A923,1112
37,K112,1107
37,B441,1105
37,N498,1100
37,D591,1094
37,J069,1089
37,M464,1085
37,I829,1081
37,K766,1080
37,G838,1069
37,M350,1062
37,K311,1053
37,E271,1050
37,K860,1042
37,G712,1036
37,M353,1031
37,D868,1030
37,J942,1016
37,G729,1013
37,K440,1012
37,E639,1010
37,K221,990
37,F192,980
37,K564,969
37,K721,967
37,D479,953
37,G09,943
37,D761,935
37,F322,919
37,D410,911
37,M316,903
37,F119,901
37,M109,896
37,D371,887
37,D472,883
37,K638,864
37,K229,856
37,K668,852
37,G373,849
37,G238,847
37,A048,843
37,D431,838
37,M402,834
37,A418,834
37,G219,830
37,K37,829
37,K225,829
37,K629,827
37,D352,817
37,F151,816
37,G819,814
37,E230,812
37,E213,808
37,I890,803
37,E722,803
37,N739,794
37,F104,788
37,L024,779
37,L029,772
37,N309,768
37,F72,766
37,K660,765
37,M622,751
37,J860,747
37,J64,741
37,K611,739
37,G002,736
37,K226,735
37,L120,731
37,J980,730
37,B199,729
37,D370,728
37,M549,727
37,G14,719
37,G600,715
37,D66,714
37,G98,711
37,K920,711
37,D443,706
37,D688,703
37,B451,697
37,G908,693
37,D509,687
37,K909,685
37,J628,679
37,K803,672
37,J851,671
37,K420,668
37,G911,666
37,J329,664
37,G628,663
37,J392,661
37,D682,660
37,M489,657
37,G618,656
37,K929,653
37,J679,652
37,K296,652
37,F500,646
37,I809,643
37,E41,643
37,D391,642
37,E340,641
37,K811,637
37,G808,635
37,L022,635
37,L512,630
37,K868,626
37,M310,623
37,L511,621
37,I828,620
37,F73,615
37,G210,614
37,N135,611
37,J380,609
37,L893,598
37,K560,597
37,D332,595
37,D486,593
37,J22,592
37,G001,592
37,L033,590
37,E079,579
37,N823,577
37,D759,577
37,D686,576
37,G379,569
37,E222,569
37,N839,560
37,E538,559
37,J219,558
37,D758,554
37,E035,543
37,D180,543
37,A09,542
37,N329,541
37,B449,540
37,I878,539
37,G403,525
37,D444,525
37,F171,519
37,G839,516
37,M053,516
37,E782,512
37,D480,511
37,A319,509
37,K359,506
37,E781,504
37,G952,503
37,B009,500
37,G932,499
37,B179,499
37,F159,498
37,E232,498
37,D735,498
37,B259,496
37,M513,494
37,I872,494
37,B250,493
37,K088,492
37,M45,487
37,D151,484
37,I830,483
37,N320,482
37,J982,481
37,G951,476
37,M600,472
37,D648,470
37,J848,468
37,F439,466
37,B909,465
37,M889,465
37,G824,456
37,A394,452
37,J930,450
37,B332,449
37,K863,449
37,D695,446
37,K461,442
37,I859,442
37,N201,440
37,M351,440
37,F200,438
37,D694,434
37,D510,432
37,A812,431
37,L989,430
37,K822,428
37,J986,423
37,M259,423
37,K839,421
37,K409,420
37,N429,420
37,D379,419
37,E713,414
37,E050,414
37,F259,413
37,J931,406
37,N63,405
37,E049,401
37,F29,399
37,K804,391
37,K552,390
37,F419,387
37,K928,386
37,A879,386
37,G061,385
37,K630,382
37,K413,381
37,F842,379
37,D390,379
37,G08,377
37,E754,377
37,D150,372
37,D350,369
37,J948,367
37,K900,366
37,F205,364
37,N492,353
37,G950,348
37,G930,348
37,K047,344
37,K635,343
37,K210,343
37,F112,343
37,K227,342
37,D375,342
37,M317,342
37,H669,341
37,D372,337
37,N280,337
37,M301,336
37,K633,334
37,K292,333
37,E660,333
37,D473,333
37,K669,329
37,G404,329
37,D752,327
37,D181,327
37,L988,326
37,E830,325
37,M300,325
37,B378,323
37,K598,321
37,B159,318
37,D739,317
37,A401,309
37,D434,309
37,I820,308
37,M340,307
37,I951,305
37,K838,303
37,N151,303
37,N939,302
37,D400,302
37,M625,302
37,M729,301
37,D593,300
37,D383,300
37,K623,299
37,B382,296
37,E055,295
37,A430,295
37,I864,294
37,I822,294
37,D259,294
37,M179,294
37,A400,292
37,K628,292
37,I898,292
37,F106,292
37,I871,289
37,K761,288
37,M478,288
37,D539,288
37,J387,286
37,K561,285
37,B399,284
37,M868,284
37,N119,282
37,A483,281
37,G713,280
37,F99,279
37,F431,277
37,D333,277
37,D126,275
37,E789,272
37,L109,270
37,E15,270
37,K563,269
37,D762,266
37,G360,265
37,E512,265
37,D760,265
37,K431,264
37,G372,263
37,M479,260
37,M623,260
37,E740,258
37,K316,256
37,D369,256
37,N324,256
37,L023,254
37,N209,253
37,G728,251
37,M169,250
37,G969,248
37,G249,248
37,D439,248
37,L409,246
37,J051,246
37,D380,246
37,D891,244
37,G609,243
37,G259,243
37,B162,241
37,N159,239
37,B340,238
37,E762,237
37,D839,237
37,D361,237
37,B258,236
37,M793,234
37,M898,234
37,G244,233
37,E249,232
37,M899,231
37,K501,230
37,D137,230
37,A390,227
37,M052,225
37,A049,223
37,J700,223
37,D731,222
37,E279,221
37,D721,221
37,A021,219
37,B027,219
37,H709,217
37,B022,216
37,E888,216
37,E750,216
37,G218,215
37,D71,214
37,M159,213
37,K658,212
37,B387,211
37,G258,209
37,D610,209
37,B371,209
37,A280,208
37,D685,207
37,K295,206
37,K122,205
37,B020,204
37,D801,202
37,B389,202
37,M879,201
37,D699,201
37,J386,200
37,G901,200
37,L021,199
37,N859,199
37,G718,198
37,M050,198
37,A321,196
37,M358,196
37,D134,196
37,F840,193
37,D219,193
37,N132,191
37,G008,190
37,E778,190
37,B270,190
37,F508,189
37,K904,188
37,K851,188
37,A408,187
37,B379,186
37,A391,185
37,L032,184
37,D643,184
37,F142,183
37,M797,183
37,D763,182
37,K290,181
37,J208,181
37,L539,180
37,I801,180
37,K429,179
37,J390,178
37,B457,177
37,G958,176
37,F202,176
37,A411,175
37,K404,175
37,D530,174
37,J680,173
37,G030,171
37,E761,170
37,J041,170
37,B374,169
37,K901,168
37,K862,168
37,G048,168
37,E786,168
37,D819,168
37,N300,165
37,K589,164
37,B008,164
37,N419,164
37,K921,163
37,E063,163
37,G909,162
37,L038,161
37,B007,160
37,K521,158
37,N768,158
37,K626,157
37,K520,157
37,L100,156
37,J384,156
37,K571,154
37,M314,154
37,G961,152
37,D441,152
37,M545,151
37,D680,150
37,G589,149
37,M818,149
37,F502,148
37,J210,146
37,F412,146
37,K599,145
37,J670,145
37,M861,145
37,E743,144
37,K850,143
37,L405,143
37,D429,143
37,I958,142
37,N719,142
37,M432,141
37,A439,141
37,G121,140
37,B465,140
37,D462,139
37,D484,138
37,K353,137
37,M512,137
37,N61,137
37,G120,136
37,E834,136
37,M100,135
37,K763,134
37,G231,134
37,G003,134
37,N328,134
37,M519,134
37,A379,133
37,K510,133
37,K315,133
37,E210,133
37,B409,132
37,G253,131
37,N649,131
37,M080,130
37,D483,129
37,D239,129
37,N359,129
37,A081,128
37,A020,128
37,E841,127
37,M469,127
37,G801,126
37,D684,126
37,D609,126
37,D599,126
37,J383,125
37,B189,125
37,D821,125
37,B341,125
37,N138,124
37,G918,123
37,E763,123
37,M352,123
37,I879,122
37,I831,122
37,G255,122
37,E440,122
37,M319,121
37,A480,121
37,A327,120
37,K758,120
37,L88,120
37,E220,120
37,D27,120
37,N399,120
37,J941,118
37,N948,118
37,G821,117
37,F220,114
37,N709,114
37,K604,113
37,D733,113
37,G114,112
37,F181,112
37,D573,112
37,E272,111
37,E237,111
37,A413,110
37,K352,110
37,K298,110
37,F172,110
37,N832,110
37,M471,110
37,D892,109
37,D841,109
37,N308,109
37,K570,108
37,N312,108
37,I849,107
37,E711,107
37,D595,107
37,A89,106
37,D449,106
37,E883,105
37,B941,105
37,B402,105
37,N482,105
37,N210,105
37,E858,104
37,D447,104
37,M130,104
37,L129,103
37,E802,103
37,D445,103
37,D482,103
37,B392,103
37,A488,103
37,A692,101
37,G500,100
37,G250,100
37,B171,100
37,A819,99
37,E744,99
37,D561,99
37,D508,99
37,N302,99
37,E852,98
37,E343,98
37,E042,98
37,K137,97
37,D569,97
37,D136,97
37,K828,96
37,J348,96
37,G968,96
37,D572,96
37,D022,96
37,F193,95
37,D385,94
37,N111,94
37,B459,94
37,J029,93
37,F432,93
37,D594,93
37,D440,93
37,D386,93
37,K610,92
37,J385,92
37,D529,92
37,N304,92
37,H540,91
37,E760,91
37,M318,91
37,F09,90
37,M629,89
37,F239,89
37,E873,89
37,E748,89
37,B450,89
37,G040,88
37,D485,88
37,B440,88
37,L929,87
37,L309,87
37,G834,87
37,G603,87
37,G405,87
37,E720,87
37,B690,87
37,K450,86
37,K291,86
37,N811,86
37,G724,85
37,E209,85
37,B384,84
37,J938,83
37,D690,83
37,D351,83
37,M541,83
37,H050,82
37,G113,82
37,D397,82
37,N882,81
37,N322,81
37,K121,80
37,K102,80
37,J949,80
37,J632,80
37,G214,80
37,N137,80
37,K351,79
37,F509,79
37,E725,79
37,F072,78
37,D809,78
37,N368,78
37,L028,77
37,M796,77
37,N142,77
37,D330,77
37,N136,77
37,J324,76
37,G910,76
37,F89,76
37,K818,75
37,E756,75
37,E751,75
37,E721,75
37,A492,75
37,J020,74
37,G621,74
37,K421,73
37,M509,72
37,A778,72
37,M890,72
37,B380,72
37,M082,72
37,K624,71
37,F067,71
37,E250,71
37,N211,71
37,B019,71
37,J701,70
37,J36,70
37,E833,70
37,K317,69
37,G608,69
37,D613,69
37,D582,69
37,D143,69
37,K30,68
37,K113,68
37,J019,68
37,N764,68
37,J040,67
37,E164,67
37,D738,67
37,N501,67
37,N824,67
37,M503,67
37,J391,66
37,G230,65
37,D382,65
37,K908,64
37,K716,64
37,G031,64
37,D177,64
37,B600,64
37,B447,64
37,K441,62
37,J399,62
37,E052,62
37,D367,62
37,A770,62
37,I808,61
37,F411,61
37,B376,61
37,A318,60
37,L020,60
37,I832,60
37,G042,60
37,M941,60
37,N412,60
37,N814,59
37,F139,59
37,D412,59
37,N360,59
37,A872,59
37,I868,58
37,B949,58
37,B333,58
37,L26,57
37,G232,57
37,E770,57
37,D467,57
37,D420,57
37,K823,56
37,K528,56
37,K500,56
37,G450,56
37,F819,56
37,D823,56
37,J218,55
37,G588,55
37,L892,55
37,N459,55
37,K627,54
37,G474,54
37,F55,54
37,E236,54
37,B789,54
37,B023,54
37,M255,54
37,M303,54
37,G831,53
37,L732,53
37,E40,53
37,D692,53
37,D179,53
37,B787,53
37,N950,53
37,J853,52
37,G708,52
37,D803,52
37,D010,52
37,H409,51
37,G378,51
37,G241,51
37,D131,51
37,B54,51
37,N410,51
37,M954,51
37,A029,50
37,E701,50
37,D820,50
37,D751,50
37,B407,50
37,M431,50
37,A329,49
37,K820,49
37,F323,49
37,D169,49
37,N411,49
37,M192,49
37,G904,48
37,E724,48
37,E611,48
37,D399,48
37,D321,48
37,B448,48
37,B334,48
37,N858,48
37,A288,47
37,H353,47
37,M608,47
37,B589,47
37,H440,46
37,G529,46
37,F152,46
37,K833,45
37,J042,45
37,J039,45
37,G960,45
37,E723,45
37,D580,45
37,D132,45
37,A420,45
37,M000,44
37,K711,44
37,K592,44
37,J691,44
37,F919,44
37,E851,44
37,E349,44
37,N301,44
37,A438,44
37,K414,43
37,J320,43
37,G803,43
37,F113,43
37,F018,43
37,D477,43
37,D373,43
37,N141,43
37,N130,43
37,B588,43
37,L030,42
37,I848,42
37,I823,42
37,H498,42
37,G800,42
37,E348,42
37,E310,42
37,E269,42
37,M798,42
37,M702,41
37,G510,41
37,G000,41
37,M841,41
37,D090,41
37,M064,41
37,B370,41
37,L139,40
37,B012,40
37,F131,40
37,E791,40
37,B279,40
37,A35,39
37,K558,39
37,E278,39
37,D890,39
37,B011,39
37,E215,38
37,E041,38
37,D67,38
37,D059,38
37,M245,38
37,L00,37
37,K753,37
37,J709,37
37,G439,37
37,F489,37
37,F39,37
37,F197,37
37,B003,37
37,M611,37
37,B572,37
37,L905,36
37,J010,36
37,G937,36
37,G720,36
37,G470,36
37,B338,36
37,A370,35
37,M542,35
37,A985,35
37,G248,35
37,F453,35
37,E771,35
37,D165,35
37,A039,34
37,G900,34
37,M808,34
37,E790,34
37,D331,34
37,N489,34
37,N809,34
37,M257,34
37,A080,33
37,K458,33
37,K419,33
37,K294,33
37,F71,33
37,F070,33
37,D560,33
37,D802,33
37,D800,33
37,D691,33
37,D300,33
37,M728,33
37,A044,32
37,K029,32
37,I889,32
37,M792,32
37,F129,32
37,E160,32
37,B460,32
37,N820,32
37,M791,32
37,M711,32
37,D099,32
37,L982,31
37,M488,31
37,H700,31
37,G402,31
37,F010,31
37,E069,31
37,D448,31
37,D015,31
37,M948,31
37,M878,31
37,A045,30
37,K613,30
37,K400,30
37,G371,30
37,F70,30
37,E755,30
37,E031,30
37,D141,30
37,D135,30
37,N509,30
37,B190,30
37,A493,30
37,A051,29
37,K858,29
37,K603,29
37,K119,29
37,J672,29
37,F308,29
37,E233,29
37,B461,29
37,M895,29
37,M502,29
37,M436,29
37,L519,28
37,L401,28
37,F82,28
37,E703,28
37,D531,28
37,D446,28
37,B582,28
37,N202,28
37,K765,27
37,K149,27
37,K052,27
37,J634,27
37,J304,27
37,G401,27
37,F140,27
37,N508,27
37,B343,27
37,M500,27
37,J920,26
37,N829,26
37,H609,26
37,E268,26
37,D898,26
37,L605,25
37,L108,25
37,K299,25
37,K148,25
37,G802,25
37,E260,25
37,D461,25
37,B479,25
37,N421,25
37,M414,24
37,A083,24
37,M415,24
37,F429,24
37,F410,24
37,E640,24
37,D401,24
37,D334,24
37,D075,24
37,B342,24
37,A858,24
37,M138,24
37,A072,23
37,A022,23
37,K518,23
37,K070,23
37,K056,23
37,J359,23
37,J050,23
37,D824,23
37,B86,23
37,N736,23
37,M510,23
37,L509,22
37,M463,22
37,K821,22
37,J929,22
37,J620,22
37,J381,22
37,G479,22
37,F058,22
37,D519,22
37,N949,22
37,K719,21
37,K389,21
37,K051,21
37,J323,21
37,I899,21
37,I891,21
37,B021,21
37,G933,21
37,G619,21
37,G408,21
37,F448,21
37,F332,21
37,E161,21
37,D848,21
37,D413,21
37,D339,21
37,N838,21
37,N281,21
37,M439,21
37,A548,21
37,L891,20
37,L121,20
37,K832,20
37,K621,20
37,K580,20
37,K402,20
37,J00,20
37,I842,20
37,G721,20
37,E242,20
37,D34,20
37,A829,20
37,A399,19
37,J684,19
37,F609,19
37,E874,19
37,E850,19
37,E784,19
37,E702,19
37,E291,19
37,E065,19
37,D384,19
37,D140,19
37,B89,19
37,N140,19
37,M790,19
37,M719,19
37,M626,19
37,A832,19
37,M430,19
37,A811,19
37,A46,19
37,L088,18
37,L270,18
37,K634,18
37,J370,18
37,J351,18
37,H602,18
37,G522,18
37,G361,18
37,E550,18
37,D419,18
37,D269,18
37,N889,18
37,N323,18
37,B178,18
37,A64,18
37,A630,18
37,L538,17
37,A78,17
37,K808,17
37,J940,17
37,H919,17
37,G418,17
37,F339,17
37,E882,17
37,D164,17
37,D128,17
37,B500,17
37,N760,17
37,N144,17
37,B251,17
37,N800,17
37,B509,17
37,M244,17
37,N938,17
37,L408,16
37,K36,16
37,M481,16
37,A90,16
37,G719,16
37,G587,16
37,G211,16
37,M839,16
37,F341,16
37,F013,16
37,E881,16
37,E729,16
37,E569,16
37,D392,16
37,D166,16
37,D120,16
37,N428,16
37,B188,16
37,N850,16
37,M548,16
37,M418,16
37,M250,16
37,K314,15
37,K123,15
37,I950,15
37,H810,15
37,H701,15
37,M615,15
37,H059,15
37,G811,15
37,G243,15
37,F605,15
37,E801,15
37,E559,15
37,D214,15
37,D130,15
37,D002,15
37,D001,15
37,N835,15
37,N499,15
37,B375,15
37,N852,15
37,M413,15
37,M023,14
37,L928,14
37,A073,14
37,L059,14
37,K117,14
37,K053,14
37,J65,14
37,G369,14
37,E742,14
37,E615,14
37,D730,14
37,D407,14
37,D121,14
37,D051,14
37,D144,14
37,N342,14
37,N134,14
37,N818,14
37,M412,14
37,A429,14
37,M103,14
37,L439,13
37,L209,13
37,K764,13
37,J660,13
37,J321,13
37,G723,13
37,G601,13
37,E320,13
37,E282,13
37,E211,13
37,E034,13
37,A398,13
37,D732,13
37,D237,13
37,B602,13
37,N952,13
37,N821,13
37,N369,13
37,M800,13
37,M799,13
37,M538,13
37,A870,13
37,N888,13
37,N920,13
37,M112,13
37,L985,12
37,A309,12
37,A279,12
37,K602,12
37,K512,12
37,K007,12
37,J358,12
37,J322,12
37,I880,12
37,G702,12
37,G400,12
37,F849,12
37,F480,12
37,F161,12
37,F133,12
37,E710,12
37,E441,12
37,A392,12
37,D433,12
37,D411,12
37,D409,12
37,D303,12
37,D110,12
37,B699,12
37,N899,12
37,N710,12
37,M543,12
37,M511,12
37,M246,12
37,A38,11
37,K388,11
37,K310,11
37,K089,11
37,J028,11
37,H499,11
37,G722,11
37,G542,11
37,G521,11
37,F328,11
37,F309,11
37,F105,11
37,E638,11
37,D749,11
37,D463,11
37,D442,11
37,D139,11
37,D142,11
37,D201,11
37,B464,11
37,N700,11
37,N485,11
37,N413,11
37,B381,11
37,B028,11
37,M779,11
37,A833,11
37,M356,11
37,A427,11
37,L890,10
37,A328,10
37,L010,10
37,K835,10
37,K718,10
37,K612,10
37,H71,10
37,G370,10
37,F488,10
37,F121,10
37,E853,10
37,E804,10
37,E800,10
37,E779,10
37,E329,10
37,E328,10
37,D568,10
37,D235,10
37,D291,10
37,D069,10
37,N340,10
37,M959,10
37,B172,10
37,M485,10
37,A799,10
37,L983,9
37,L814,9
37,A085,9
37,A069,9
37,L104,9
37,L102,9
37,L050,9
37,K140,9
37,K130,9
37,K068,9
37,J704,9
37,J340,9
37,J205,9
37,J060,9
37,I862,9
37,M703,9
37,B002,9
37,H109,9
37,G407,9
37,F444,9
37,F204,9
37,F117,9
37,E788,9
37,E54,9
37,D038,9
37,D017,9
37,D000,9
37,B679,9
37,B488,9
37,N481,9
37,N762,9
37,N731,9
37,N433,9
37,N131,9
37,B150,9
37,M852,9
37,M843,9
37,M840,9
37,M659,9
37,M546,9
37,M330,9
37,M243,9
37,M002,8
37,L308,8
37,A059,8
37,J339,8
37,I870,8
37,H664,8
37,G830,8
37,G622,8
37,G545,8
37,G540,8
37,G458,8
37,F900,8
37,M858,8
37,F449,8
37,F252,8
37,F203,8
37,F144,8
37,E240,8
37,E078,8
37,E009,8
37,D720,8
37,D681,8
37,D644,8
37,D470,8
37,E060,8
37,D157,8
37,D229,8
37,D071,8
37,D049,8
37,D354,8
37,N951,8
37,N883,8
37,N831,8
37,N735,8
37,N732,8
37,N648,8
37,N641,8
37,N450,8
37,N44,8
37,N398,8
37,N110,8
37,B269,8
37,M942,8
37,M539,8
37,M465,8
37,M339,8
37,L940,7
37,L721,7
37,A239,7
37,A064,7
37,K451,7
37,H531,7
37,H355,7
37,H269,7
37,G833,7
37,G804,7
37,G410,7
37,G118,7
37,G112,7
37,F952,7
37,F108,7
37,F063,7
37,E805,7
37,E728,7
37,E273,7
37,E229,7
37,D813,7
37,D804,7
37,D314,7
37,D125,7
37,D122,7
37,D119,7
37,D073,7
37,D020,7
37,B879,7
37,B814,7
37,B659,7
37,N72,7
37,N488,7
37,N418,7
37,M910,7
37,M624,7
37,M621,7
37,M532,7
37,M401,7
37,M061,6
37,M060,6
37,L949,6
37,L739,6
37,L720,6
37,L440,6
37,A071,6
37,L280,6
37,L128,6
37,L080,6
37,K762,6
37,K751,6
37,K108,6
37,J983,6
37,J703,6
37,J310,6
37,J301,6
37,J202,6
37,I841,6
37,H521,6
37,G832,6
37,G252,6
37,G041,6
37,F681,6
37,F458,6
37,F430,6
37,F154,6
37,F132,6
37,E803,6
37,E730,6
37,E561,6
37,E519,6
37,E42,6
37,D611,6
37,D421,6
37,D234,6
37,D210,6
37,B780,6
37,B583,6
37,N908,6
37,B469,6
37,N816,6
37,N813,6
37,B388,6
37,N23,6
37,M751,6
37,B010,6
37,M674,6
37,M518,6
37,M068,5
37,M063,5
37,A217,5
37,A207,5
37,L403,5
37,L303,5
37,L299,5
37,L239,5
37,L123,5
37,A053,5
37,L042,5
37,L041,5
37,K574,5
37,K522,5
37,K513,5
37,K120,5
37,K081,5
37,J698,5
37,I952,5
37,I821,5
37,H830,5
37,G541,5
37,G528,5
37,G527,5
37,G471,5
37,G240,5
37,G128,5
37,F909,5
37,E739,5
37,E65,5
37,E539,5
37,E243,5
37,E201,5
37,D550,5
37,D862,5
37,D698,5
37,D683,5
37,D109,5
37,D103,5
37,D101,5
37,B902,5
37,D190,5
37,N898,5
37,N879,5
37,B462,5
37,N483,5
37,N47,5
37,N393,5
37,B372,5
37,B344,5
37,M953,5
37,M856,5
37,M804,5
37,N840,5
37,A94,5
37,M531,5
37,A850,5
37,A839,5
37,M461,5
37,M405,5
37,A549,5
37,M059,4
37,L959,4
37,L931,4
37,A281,4
37,L570,4
37,L559,4
37,L22,4
37,L131,4
37,L130,4
37,A066,4
37,A046,4
37,A009,4
37,K118,4
37,K115,4
37,J688,4
37,J668,4
37,J638,4
37,J371,4
37,J353,4
37,H913,4
37,H708,4
37,H601,4
37,H549,4
37,H356,4
37,H342,4
37,H160,4
37,H058,4
37,H052,4
37,G913,4
37,G823,4
37,G564,4
37,G543,4
37,G451,4
37,G438,4
37,G368,4
37,G038,4
37,F88,4
37,F845,4
37,F521,4
37,F459,4
37,F400,4
37,F340,4
37,F311,4
37,F232,4
37,F194,4
37,F137,4
37,F122,4
37,E806,4
37,E798,4
37,E749,4
37,E678,4
37,E511,4
37,E283,4
37,E169,4
37,D863,4
37,D818,4
37,D618,4
37,E032,4
37,D588,4
37,D316,4
37,D282,4
37,D175,4
37,D174,4
37,D127,4
37,D092,4
37,D091,4
37,D292,4
37,D024,4
37,D236,4
37,B832,4
37,B829,4
37,B811,4
37,N921,4
37,N909,4
37,N857,4
37,B468,4
37,N750,4
37,N730,4
37,N701,4
37,B431,4
37,B393,4
37,N394,4
37,B369,4
37,M949,4
37,M940,4
37,M911,4
37,M893,4
37,M816,4
37,B050,4
37,M704,4
37,M679,4
37,M665,4
37,B001,4
37,M664,4
37,M658,4
37,A91,4
37,M483,4
