ucr39,ucod,count
15,C786,5506
15,C179,5237
15,C749,5134
15,C795,4757
15,C52,4558
15,C629,4122
15,C494,3698
15,C260,3436
15,C880,3402
15,C780,3018
15,C609,2801
15,C457,2774
15,C443,2647
15,C321,2634
15,C492,2618
15,C570,2596
15,C37,2588
15,C139,2494
15,C763,2452
15,C579,2428
15,C717,2373
15,C319,2356
15,C480,2349
15,C435,2214
15,C089,2160
15,C699,1926
15,C310,1808
15,C450,1778
15,C01,1768
15,C716,1759
15,C710,1747
15,C241,1707
15,C782,1694
15,C434,1584
15,C437,1510
15,C767,1447
15,C436,1366
15,C320,1261
15,C901,1231
15,C495,1231
15,C451,1210
15,C442,1202
15,C411,1169
15,C383,1134
15,C709,1127
15,C711,1083
15,C902,1063
15,C490,1051
15,C049,1049
15,C712,1025
15,C12,990
15,C412,964
15,C433,953
15,C761,933
15,C740,932
15,C493,908
15,C479,876
15,C155,799
15,C059,771
15,C384,760
15,C380,757
15,C402,652
15,C009,647
15,C414,622
15,C445,611
15,C300,609
15,C729,606
15,C969,598
15,C491,585
15,C410,575
15,C051,556
15,C788,550
15,C713,547
15,C447,522
15,C720,505
15,C399,499
15,C469,476
15,C172,463
15,C696,461
15,C446,449
15,C171,446
15,C481,437
15,C785,422
15,C080,389
15,C060,387
15,C741,373
15,C050,371
15,C759,368
15,C639,361
15,C751,334
15,C039,320
15,C779,303
15,C765,303
15,C222,291
15,C693,283
15,C432,280
15,C718,270
15,C700,254
15,C223,251
15,C311,246
15,C753,236
15,C755,229
15,C030,211
15,C261,203
15,C062,195
15,C750,189
15,C090,180
15,C322,176
15,C400,176
15,C58,171
15,C692,157
15,C811,153
15,C714,152
15,C791,151
15,C510,137
15,C715,136
15,C695,135
15,C794,134
15,C632,133
15,C496,130
15,C781,123
15,C764,123
15,C313,121
15,C111,121
15,C413,115
15,C577,108
15,C150,101
15,C441,98
15,C694,97
15,C792,90
15,C967,84
15,C796,80
15,C052,80
15,C001,79
15,C770,78
15,C961,77
15,C790,69
15,C574,68
15,C301,66
15,C031,66
15,C153,58
15,C962,52
15,C440,44
15,C323,43
15,C467,42
15,C430,42
15,C024,41
15,C723,40
15,C817,39
15,C100,38
15,C151,36
15,C578,33
15,C725,33
15,C772,33
15,C452,32
15,C091,32
15,C768,32
15,C248,31
15,C312,31
15,C154,30
15,C268,30
15,C631,29
15,C797,28
15,C224,27
15,C812,27
15,C431,26
15,C390,26
15,C601,25
15,C475,23
15,C754,22
15,C771,21
15,C472,20
15,C471,17
15,C473,17
15,C783,16
15,C784,16
15,C403,16
15,C752,16
15,C773,15
15,C690,15
15,C637,15
15,C701,14
15,C131,14
15,C000,12
15,C512,12
15,C630,12
15,C130,11
15,C774,11
15,C810,11
15,C058,10
15,C573,10
15,C113,10
15,C409,9
15,C381,9
15,C813,8
15,C023,8
15,C020,8
15,C498,8
15,C470,8
15,C173,8
15,C227,8
15,C889,8
15,C401,8
15,C460,8
15,C600,7
15,C721,7
15,C061,7
15,C882,7
15,C104,7
15,C474,7
15,C691,6
15,C602,6
15,C132,6
15,C158,5
15,C068,5
15,C775,5
15,C021,5
15,C081,4
15,C438,4
15,C960,4
15,C022,4
15,C152,4
15,C883,4
15,C040,4
15,C698,3
15,C103,3
15,C108,3
15,C178,3
15,C724,3
15,C148,3
15,C112,3
15,C418,3
15,C398,2
15,C476,2
15,C621,2
15,C462,2
15,C463,2
15,C511,2
15,C728,2
15,C005,2
15,C722,2
15,C881,2
15,C028,2
15,C101,1
15,C004,1
15,C488,1
15,C388,1
15,C478,1
15,C572,1
15,C620,1
15,C571,1
15,C448,1
15,C468,1
15,C138,1
15,C778,1
15,C758,1
15,C608,1
15,C382,1
15,C142,1
16,E149,401574
16,E119,144467
16,E142,79698
16,E112,36754
16,E145,34213
16,E109,33001
16,E141,20810
16,E115,14064
16,E147,10404
16,E102,6284
16,E117,5177
16,E105,3130
16,E146,2794
16,E140,2761
16,E144,2494
16,E101,2167
16,E111,1529
16,E107,1467
16,E114,1297
16,E116,1195
16,E110,731
16,E104,462
16,E100,308
16,E106,282
16,E143,141
16,E129,90
16,E113,83
16,E103,57
16,E148,29
16,E139,28
16,E122,26
16,E118,11
16,E132,10
16,E127,6
16,E121,4
16,E135,3
16,E108,3
16,E126,3
16,E125,3
16,E136,2
16,E131,2
16,E130,2
16,E137,2
16,E124,1
16,E138,1
16,E120,1
17,G309,896200
17,G301,24680
17,G300,241
17,G308,144
20,I119,251086
20,I110,125499
20,I132,22048
20,I131,14193
20,I139,1246
20,I130,1171
21,I251,1936376
21,I219,1388327
21,I250,657654
21,I255,131639
21,I259,123208
21,I249,26504
21,I258,18178
21,I248,17384
21,I214,3153
21,I209,1472
21,I253,769
21,I229,629
21,I200,344
21,I252,241
21,I213,198
21,I201,169
21,I254,118
21,I210,45
21,I211,21
21,I212,20
21,I241,17
21,I220,16
21,I208,3
21,I228,3
21,I221,3
21,I256,3
22,I500,607764
22,I429,192955
22,I48,188436
22,I469,149181
22,I350,144636
22,I499,86995
22,I269,83666
22,I509,65179
22,I519,63549
22,I516,61759
22,I38,58552
22,I272,54412
22,I420,47605
22,I461,24141
22,I340,22052
22,I517,19462
22,I359,16248
22,I330,12941
22,I490,12911
22,I279,12476
22,I518,12203
22,I059,10825
22,I422,10029
22,I080,8113
22,I458,7412
22,I472,5928
22,I514,5603
22,I426,5567
22,I351,5306
22,I495,4870
22,I050,4801
22,I442,4215
22,I270,3545
22,I071,2668
22,I099,2565
22,I358,2535
22,I319,2503
22,I313,2476
22,I341,2453
22,I501,1901
22,I425,1887
22,I400,1857
22,I515,1824
22,I421,1712
22,I459,1549
22,I471,1486
22,I498,1359
22,I428,1216
22,I091,1131
22,I081,1100
22,I348,1003
22,I352,845
22,I409,690
22,I424,634
22,I060,634
22,I349,581
22,I083,573
22,I311,552
22,I271,502
22,I339,471
22,I051,460
22,I443,403
22,I288,397
22,I513,360
22,I289,352
22,I312,339
22,I078,335
22,I089,323
22,I260,303
22,I278,301
22,I456,293
22,I301,289
22,I079,276
22,I052,263
22,I090,237
22,I342,226
22,I401,194
22,I309,189
22,I058,188
22,I510,183
22,I441,175
22,I082,171
22,I447,159
22,I069,157
22,I361,148
22,I427,145
22,I281,137
22,I011,129
22,I511,125
22,I308,112
22,I512,106
22,I018,89
22,I451,84
22,I493,84
22,I088,77
22,I423,75
22,I061,67
22,I455,65
22,I00,58
22,I454,54
22,I408,51
22,I310,50
22,I440,47
22,I379,47
22,I370,45
22,I378,37
22,I062,34
22,I369,34
22,I371,34
22,I300,33
22,I070,26
22,I098,24
22,I479,24
22,I452,23
22,I368,19
22,I318,18
22,I491,17
22,I019,16
22,I453,15
22,I280,14
22,I010,12
22,I470,6
22,I029,5
22,I444,4
22,I072,3
22,I460,3
22,I068,2
22,I494,2
22,I092,2
22,I362,1
22,I372,1
23,I10,190549
23,I120,107524
23,I129,3121
23,I150,69
23,I159,34
24,I64,755369
24,I619,158492
24,I694,100653
24,I629,93226
24,I679,66455
24,I698,60562
24,I609,53118
24,I639,40253
24,I620,25090
24,I672,18391
24,I678,12519
24,I634,11398
24,I633,9643
24,I615,8586
24,I632,7516
24,I613,6975
24,I693,5594
24,I614,5389
24,I607,4067
24,I635,4025
24,I671,3798
24,I610,2972
24,I608,2594
24,I611,2442
24,I691,2009
24,I630,1629
24,I692,1491
24,I638,1136
24,I600,981
24,I674,949
24,I690,845
24,I677,731
24,I618,527
24,I606,520
24,I612,405
24,I675,279
24,I621,246
24,I631,237
24,I673,173
24,I670,133
24,I604,7
24,I616,5
24,I602,4
24,I676,3
24,I605,3
24,I636,2
24,I601,2
25,I709,81014
25,I702,2366
25,I700,497
25,I701,341
25,I708,25
26,I739,75191
26,I710,35472
26,I713,34674
26,I714,17696
26,I718,11531
26,I711,7154
26,I719,7077
26,I712,6067
26,I729,3601
26,I776,3236
26,I749,3096
26,I779,2766
26,I716,1563
26,I741,1537
26,I772,1490
26,I723,1216
26,I771,967
26,I715,952
26,I728,940
26,I743,849
26,I778,817
26,I770,719
26,I724,435
26,I780,401
26,I740,371
26,I722,350
26,I748,293
26,I720,273
26,I738,220
26,I744,176
26,I725,170
26,I731,169
26,I745,132
26,I730,131
26,I788,116
26,I781,93
26,I773,91
26,I742,64
26,I774,37
26,I789,14
26,I721,10
26,I775,2
27,J189,512409
27,J181,17864
27,J159,17128
27,J180,10807
27,J152,8847
27,J110,7844
27,J111,6587
27,J13,3472
27,J101,3448
27,J100,3351
27,J09,2862
27,J151,2817
27,J154,2341
27,J129,2119
27,J150,1314
27,J182,539
27,J14,500
27,J156,375
27,J158,358
27,J155,329
27,J121,250
27,J118,249
27,J157,220
27,J188,190
27,J120,140
27,J108,114
27,J128,79
27,J122,63
27,J153,39
27,J123,23
27,J160,17
27,J168,14
28,J449,1136896
28,J440,177701
28,J439,113303
28,J459,33987
28,J441,33179
28,J448,20158
28,J47,10829
28,J40,4085
28,J42,3197
28,J46,3174
28,J450,1757
28,J432,217
28,J431,83
28,J411,63
28,J451,56
28,J438,28
28,J430,7
28,J410,4
28,J458,4
29,K265,6123
29,K274,5814
29,K264,5253
29,K254,4661
29,K255,4018
29,K275,2162
29,K279,1674
29,K259,1315
29,K269,1085
29,K266,436
29,K256,298
29,K276,216
29,K250,191
29,K284,190
29,K289,93
29,K260,75
29,K285,50
29,K277,43
29,K261,37
29,K270,34
29,K257,31
29,K263,23
29,K267,19
29,K251,15
29,K253,15
29,K286,8
29,K273,8
29,K262,8
29,K271,8
29,K252,6
29,K280,5
29,K287,4
29,K272,3
29,K283,2
29,K281,1
30,K746,174614
30,K703,122091
30,K709,26327
30,K704,16271
30,K701,11105
30,K743,4530
30,K700,3755
30,K745,1015
30,K739,813
30,K740,196
30,K741,138
30,K702,115
30,K732,90
30,K744,41
30,K738,19
30,K730,8
31,N19,154515
31,N179,89798
31,N185,85402
31,N189,84451
31,N180,74610
31,N039,19339
31,N170,2201
31,N009,1757
31,N184,1703
31,N049,1232
31,N059,1057
31,N183,1021
31,N188,1005
31,N26,511
31,N028,364
31,N052,265
31,N258,128
31,N058,128
31,N055,119
31,N019,90
31,N051,81
31,N250,72
31,N057,72
31,N182,67
31,N251,66
31,N022,50
31,N178,20
31,N171,17
31,N029,10
31,N008,9
31,N259,8
31,N038,8
31,N181,7
31,N172,6
31,N279,5
31,N050,4
31,N079,4
31,N000,3
31,N001,2
31,N048,2
31,N071,2
31,N017,2
31,N031,2
31,N018,1
31,N040,1
31,N045,1
31,N035,1
31,N271,1
31,N053,1
32,O268,1573
32,O998,1101
32,O96,1062
32,O994,691
32,O961,596
32,O960,494
32,O903,443
32,O95,323
32,O881,269
32,O266,247
32,O882,204
32,O249,164
32,O149,154
32,O995,138
32,O754,134
32,O993,132
32,O16,130
32,O101,128
32,O159,127
32,O009,113
32,O100,108
32,O85,96
32,O908,84
32,O721,77
32,O988,74
32,O759,74
32,O469,71
32,O969,67
32,O001,57
32,O459,57
32,O141,56
32,O223,54
32,O97,52
32,O720,48
32,O711,40
32,O970,39
32,O364,32
32,O150,32
32,O996,31
32,O142,29
32,O723,28
32,O411,27
32,O235,27
32,O679,25
32,O432,24
32,O987,23
32,O441,22
32,O992,21
32,O991,21
32,O622,21
32,O971,21
32,O25,20
32,O152,19
32,O990,18
32,O229,18
32,O468,16
32,O751,16
32,O11,15
32,O13,14
32,O069,14
32,O879,14
32,O300,14
32,O230,13
32,O038,13
32,O021,12
32,O035,10
32,O243,10
32,O048,9
32,O980,9
32,O904,9
32,O039,9
32,O269,9
32,O60,8
32,O460,8
32,O036,8
32,O244,8
32,O068,8
32,O291,8
32,O880,8
32,O753,7
32,O065,7
32,O985,7
32,O240,6
32,O979,6
32,O031,5
32,O758,5
32,O059,5
32,O868,5
32,O873,5
32,O429,5
32,O019,5
32,O078,5
32,O210,4
32,O109,4
32,O715,4
32,O997,4
32,O722,4
32,O710,4
32,O984,4
32,O263,4
32,O076,4
32,O075,4
32,O341,4
32,O103,3
32,O871,3
32,O670,3
32,O058,3
32,O748,3
32,O102,3
32,O690,3
32,O365,3
32,O008,3
32,O689,3
32,O639,2
32,O120,2
32,O104,2
32,O033,2
32,O209,2
32,O265,2
32,O678,2
32,O714,2
32,O045,2
32,O200,2
32,O860,2
32,O056,2
32,O713,2
32,O029,2
32,O067,2
32,O864,2
32,O234,2
32,O749,2
32,O981,2
32,O020,2
32,O066,2
32,O911,2
32,O363,2
32,O345,2
32,O140,2
32,O368,1
32,O438,1
32,O750,1
32,O644,1
32,O047,1
32,O730,1
32,O621,1
32,O208,1
32,O431,1
32,O241,1
32,O348,1
32,O054,1
32,O709,1
32,O037,1
32,O878,1
32,O698,1
32,O40,1
32,O717,1
32,O225,1
32,O870,1
32,O883,1
32,O888,1
32,O898,1
32,O623,1
32,O900,1
32,O901,1
32,O060,1
32,O909,1
32,O912,1
32,O074,1
32,O073,1
32,O002,1
32,O450,1
32,O292,1
32,O743,1
32,O321,1
32,O301,1
32,O731,1
32,O339,1
32,O340,1
32,O063,1
32,O343,1
32,O264,1
32,O077,1
33,P072,36835
33,P073,11333
33,P011,8819
33,P220,6011
33,P369,5799
33,P027,5298
33,P010,5042
33,P77,4988
33,P291,4941
33,P021,4415
33,P290,3724
33,P280,3298
33,P523,3151
33,P219,2429
33,P015,2021
33,P832,1931
33,P269,1791
33,P916,1734
33,P271,1546
33,P209,1444
33,P012,1264
33,P529,1135
33,P293,1023
33,P059,953
33,P780,942
33,P000,894
33,P023,841
33,P251,767
33,P070,689
33,P229,684
33,P018,640
33,P239,624
33,P968,571
33,P60,555
33,P352,545
33,P039,532
33,P279,486
33,P399,482
33,P038,434
33,P364,423
33,P240,414
33,P250,396
33,P368,395
33,P524,367
33,P044,364
33,P351,349
33,P969,336
33,P005,324
33,P964,323
33,P614,314
33,P285,307
33,P360,290
33,P008,288
33,P960,261
33,P378,253
33,P549,253
33,P022,243
33,P024,217
33,P375,206
33,P025,198
33,P90,196
33,P548,178
33,P020,175
33,P362,168
33,P298,165
33,P210,163
33,P288,161
33,P284,159
33,P002,145
33,P042,135
33,P289,123
33,P522,122
33,P942,120
33,P013,112
33,P398,109
33,P910,108
33,P543,103
33,P030,99
33,P504,97
33,P363,93
33,P026,91
33,P003,88
33,P292,88
33,P249,85
33,P112,84
33,P051,84
33,P036,77
33,P912,73
33,P612,72
33,P361,70
33,P035,69
33,P159,67
33,P031,66
33,P016,63
33,P236,63
33,P350,59
33,P261,55
33,P009,52
33,P230,49
33,P528,48
33,P701,48
33,P702,47
33,P358,46
33,P809,45
33,P371,41
33,P392,41
33,P001,40
33,P241,40
33,P071,39
33,P613,36
33,P550,36
33,P393,36
33,P232,36
33,P235,35
33,P158,33
33,P781,31
33,P017,28
33,P783,27
33,P38,27
33,P592,26
33,P509,24
33,P253,24
33,P019,23
33,P281,22
33,P700,21
33,P546,21
33,P559,21
33,P359,21
33,P788,20
33,P526,19
33,P769,18
33,P833,17
33,P034,16
33,P560,16
33,P278,16
33,P372,15
33,P501,15
33,P525,15
33,P150,15
33,P929,14
33,P043,14
33,P233,14
33,P028,14
33,P545,13
33,P599,13
33,P588,12
33,P041,12
33,P914,12
33,P234,11
33,P119,11
33,P53,10
33,P579,10
33,P238,10
33,P268,10
33,P014,10
33,P920,9
33,P610,9
33,P299,9
33,P050,9
33,P252,9
33,P616,9
33,P819,8
33,P033,8
33,P258,8
33,P918,7
33,P519,7
33,P283,6
33,P544,6
33,P029,6
33,P961,6
33,P615,6
33,P115,6
33,P111,6
33,P270,6
33,P004,6
33,P365,5
33,P049,5
33,P006,5
33,P915,4
33,P394,4
33,P838,4
33,P139,4
33,P228,4
33,P200,4
33,P101,4
33,P007,4
33,P243,3
33,P800,3
33,P521,3
33,P558,3
33,P500,3
33,P551,3
33,P582,3
33,P611,3
33,P109,3
33,P120,3
33,P048,3
33,P082,3
33,P201,3
33,P294,3
33,P760,2
33,P591,2
33,P919,2
33,P789,2
33,P508,2
33,P370,2
33,P151,2
33,P052,2
33,P113,2
33,P032,2
33,P110,2
33,P242,2
33,P046,2
33,P129,2
33,P768,1
33,P102,1
33,P965,1
33,P570,1
33,P940,1
33,P962,1
33,P921,1
33,P923,1
33,P808,1
33,P618,1
33,P619,1
33,P839,1
33,P761,1
33,P584,1
33,P818,1
33,P721,1
33,P598,1
33,P911,1
33,P374,1
33,P353,1
33,P520,1
33,P518,1
33,P140,1
33,P231,1
33,P128,1
33,P149,1
33,P221,1
33,P260,1
33,P248,1
33,P941,1
33,P282,1
34,Q249,11622
34,Q909,10967
34,Q913,5569
34,Q613,4334
34,Q234,3632
34,Q336,3609
34,Q000,3459
34,Q917,3110
34,Q897,2930
34,Q899,2877
34,Q790,2760
34,Q273,2359
34,Q245,1889
34,Q211,1855
34,Q213,1733
34,Q039,1627
34,Q043,1523
34,Q059,1515
34,Q042,1405
34,Q210,1298
34,Q602,1210
34,Q850,1134
34,Q049,1113
34,Q874,1023
34,Q231,1020
34,Q248,993
34,Q203,930
34,Q606,851
34,Q999,795
34,Q871,738
34,Q898,733
34,Q878,733
34,Q02,715
34,Q614,657
34,Q789,639
34,Q780,635
34,Q250,606
34,Q212,552
34,Q282,523
34,Q279,510
34,Q230,505
34,Q251,501
34,Q225,499
34,Q771,497
34,Q793,468
34,Q019,454
34,Q792,433
34,Q255,433
34,Q070,413
34,Q200,408
34,Q851,407
34,Q601,373
34,Q256,367
34,Q046,364
34,Q031,364
34,Q283,362
34,Q054,346
34,Q935,335
34,Q872,329
34,Q929,325
34,Q928,307
34,Q201,301
34,Q442,295
34,Q870,293
34,Q079,273
34,Q894,272
34,Q433,270
34,Q998,269
34,Q204,268
34,Q321,265
34,Q619,256
34,Q040,245
34,Q893,239
34,Q262,239
34,Q254,234
34,Q431,233
34,Q224,231
34,Q796,224
34,Q858,222
34,Q612,213
34,Q208,211
34,Q639,208
34,Q611,207
34,Q239,202
34,Q339,201
34,Q688,189
34,Q396,184
34,Q927,182
34,Q048,182
34,Q822,180
34,Q819,175
34,Q244,173
34,Q642,171
34,Q438,165
34,Q246,163
34,Q890,162
34,Q675,160
34,Q969,160
34,Q933,159
34,Q605,159
34,Q253,154
34,Q446,152
34,Q600,144
34,Q430,124
34,Q794,124
34,Q772,124
34,Q798,122
34,Q795,117
34,Q439,117
34,Q643,112
34,Q938,111
34,Q218,111
34,Q257,107
34,Q349,103
34,Q333,102
34,Q774,97
34,Q610,95
34,Q264,92
34,Q828,91
34,Q447,91
34,Q226,91
34,Q315,86
34,Q791,83
34,Q330,83
34,Q233,83
34,Q219,79
34,Q390,79
34,Q240,78
34,Q799,77
34,Q992,75
34,Q934,74
34,Q782,74
34,Q743,74
34,Q678,73
34,Q044,73
34,Q459,73
34,Q860,72
34,Q030,70
34,Q764,63
34,Q392,61
34,Q759,59
34,Q873,59
34,Q419,58
34,Q939,57
34,Q268,55
34,Q348,54
34,Q318,54
34,Q232,54
34,Q445,50
34,Q773,47
34,Q359,43
34,Q754,43
34,Q620,42
34,Q320,42
34,Q278,42
34,Q423,41
34,Q269,41
34,Q263,40
34,Q453,39
34,Q221,38
34,Q012,38
34,Q288,38
34,Q410,38
34,Q891,37
34,Q289,36
34,Q770,35
34,Q220,35
34,Q750,33
34,Q069,31
34,Q228,31
34,Q399,30
34,Q984,29
34,Q859,29
34,Q761,29
34,Q615,29
34,Q631,28
34,Q892,27
34,Q676,27
34,Q334,27
34,Q045,27
34,Q647,26
34,Q758,26
34,Q400,26
34,Q311,26
34,Q391,25
34,Q649,25
34,Q811,24
34,Q223,24
34,Q229,23
34,Q809,23
34,Q398,23
34,Q338,23
34,Q379,22
34,Q214,22
34,Q038,22
34,Q444,22
34,Q411,21
34,Q324,21
34,Q820,21
34,Q300,20
34,Q776,19
34,Q388,19
34,Q382,19
34,Q332,19
34,Q753,19
34,Q788,18
34,Q403,18
34,Q777,17
34,Q238,17
34,Q018,17
34,Q781,16
34,Q623,16
34,Q751,16
34,Q804,15
34,Q280,15
34,Q766,15
34,Q202,14
34,Q812,14
34,Q412,14
34,Q458,14
34,Q868,13
34,Q749,13
34,Q429,13
34,Q564,12
34,Q242,12
34,Q189,12
34,Q748,12
34,Q559,12
34,Q915,12
34,Q742,11
34,Q319,11
34,Q078,11
34,Q621,10
34,Q641,10
34,Q394,10
34,Q310,10
34,Q604,9
34,Q322,9
34,Q401,9
34,Q205,9
34,Q911,8
34,Q823,8
34,Q824,8
34,Q645,8
34,Q549,8
34,Q386,8
34,Q978,8
34,Q988,7
34,Q925,7
34,Q821,7
34,Q778,7
34,Q627,7
34,Q529,7
34,Q437,7
34,Q402,7
34,Q258,7
34,Q206,7
34,Q056,7
34,Q633,7
34,Q699,7
34,Q818,6
34,Q648,6
34,Q638,6
34,Q313,6
34,Q281,6
34,Q068,6
34,Q002,6
34,Q916,6
34,Q970,6
34,Q740,5
34,Q760,5
34,Q677,5
34,Q658,5
34,Q644,5
34,Q158,5
34,Q450,5
34,Q272,5
34,Q265,5
34,Q222,5
34,Q912,5
34,Q182,5
34,Q180,5
34,Q057,5
34,Q010,5
34,Q968,4
34,Q784,4
34,Q434,4
34,Q783,4
34,Q628,4
34,Q618,4
34,Q519,4
34,Q252,4
34,Q369,4
34,Q308,4
34,Q259,4
34,Q103,4
34,Q061,4
34,Q055,4
34,Q052,4
34,Q769,4
34,Q451,3
34,Q989,3
34,Q741,3
34,Q951,3
34,Q932,3
34,Q901,3
34,Q062,3
34,Q829,3
34,Q731,3
34,Q728,3
34,Q668,3
34,Q393,3
34,Q539,3
34,Q385,3
34,Q383,3
34,Q301,3
34,Q312,3
34,Q241,3
34,Q209,3
34,Q159,3
34,Q112,3
34,Q513,3
34,Q959,3
34,Q921,3
34,Q848,3
34,Q652,3
34,Q518,2
34,Q981,2
34,Q673,2
34,Q554,2
34,Q624,2
34,Q923,2
34,Q825,2
34,Q808,2
34,Q802,2
34,Q775,2
34,Q987,2
34,Q713,2
34,Q632,2
34,Q625,2
34,Q443,2
34,Q441,2
34,Q432,2
34,Q395,2
34,Q378,2
34,Q309,2
34,Q271,2
34,Q270,2
34,Q243,2
34,Q058,2
34,Q041,2
34,Q001,2
34,Q558,2
34,Q323,2
34,Q729,2
34,Q266,2
34,Q971,2
34,Q762,2
34,Q555,1
34,Q862,1
34,Q738,1
34,Q861,1
34,Q435,1
34,Q930,1
34,Q532,1
34,Q962,1
34,Q902,1
34,Q955,1
34,Q931,1
34,Q842,1
34,Q840,1
34,Q839,1
34,Q833,1
34,Q803,1
34,Q785,1
34,Q768,1
34,Q767,1
34,Q730,1
34,Q719,1
34,Q709,1
34,Q660,1
34,Q659,1
34,Q603,1
34,Q800,1
34,Q527,1
34,Q514,1
34,Q510,1
34,Q506,1
34,Q422,1
34,Q421,1
34,Q408,1
34,Q985,1
34,Q387,1
34,Q341,1
34,Q340,1
34,Q274,1
34,Q937,1
34,Q188,1
34,Q185,1
34,Q184,1
34,Q161,1
34,Q651,1
34,Q150,1
34,Q138,1
34,Q130,1
34,Q111,1
34,Q060,1
34,Q051,1
34,Q050,1
34,Q950,1
34,Q011,1
34,Q512,1
34,Q936,1
34,Q960,1
34,Q703,1
34,Q979,1
34,Q980,1
34,Q661,1
34,Q724,1
34,Q718,1
35,R95,21919
36,R99,138207
36,R628,65406
36,R54,58152
36,R092,23351
36,R53,23091
36,R688,17223
36,R568,12270
36,R570,4730
36,R58,4058
36,R579,3004
36,R64,2964
36,R91,2548
36,R090,2543
36,R960,2469
36,R060,1761
36,R13,1688
36,R068,1679
36,R198,1404
36,R630,1006
36,R001,997
36,R02,933
36,R048,833
36,R578,705
36,R190,637
36,R418,630
36,R55,441
36,R571,405
36,R298,361
36,R104,340
36,R042,338
36,R509,316
36,R064,273
36,R634,268
36,R98,262
36,R636,262
36,R074,185
36,R402,184
36,R470,183
36,R100,172
36,R098,165
36,R522,154
36,R739,148
36,R000,130
36,R638,126
36,R222,115
36,R18,114
36,R11,110
36,R900,109
36,R629,82
36,R75,73
36,R31,71
36,R263,70
36,R601,69
36,R943,69
36,R609,65
36,R221,62
36,R798,61
36,R040,56
36,R17,55
36,R413,48
36,R599,41
36,R591,35
36,R680,34
36,R560,32
36,R270,28
36,R529,28
36,R33,25
36,R410,19
36,R14,19
36,R600,18
36,R780,17
36,R008,16
36,R278,16
36,R049,15
36,R51,13
